agent_1,agent_2,sat,dep,commit,ticks_tog,tick
1,2,-1,4,0,0,0
1,3,-3,-9,0,0,0
1,4,-3,8,0,0,0
1,5,5,7,0,0,0
1,6,-7,-2,0,0,0
1,7,-6,3,0,0,0
1,8,10,4,0,0,0
1,9,-3,-2,0,0,0
1,10,-1,-1,0,0,0
1,11,-8,4,0,0,0
1,12,-1,7,0,0,0
1,13,9,10,0,0,0
1,14,-2,8,0,0,0
1,15,3,-2,0,0,0
1,16,5,-4,0,0,0
1,17,-5,-9,0,0,0
1,18,6,6,0,0,0
1,19,6,-4,0,0,0
1,20,4,-9,0,0,0
2,1,5,-8,0,0,0
2,3,1,3,0,0,0
2,4,4,0.001,0,0,0
2,5,5,-1,0,0,0
2,6,-5,2,0,0,0
2,7,-7,-10,0,0,0
2,8,1,-8,0,0,0
2,9,-7,-3,0,0,0
2,10,8,-9,0,0,0
2,11,10,5,0,0,0
2,12,-6,-6,0,0,0
2,13,6,6,0,0,0
2,14,5,-5,0,0,0
2,15,7,-10,0,0,0
2,16,9,-1,0,0,0
2,17,2,-2,0,0,0
2,18,2,-4,0,0,0
2,19,-8,7,0,0,0
2,20,-9,-7,0,0,0
3,1,5,-4,0,0,0
3,2,-2,5,0,0,0
3,4,3,0.001,0,0,0
3,5,-5,6,0,0,0
3,6,-8,3,0,0,0
3,7,-8,10,0,0,0
3,8,4,10,0,0,0
3,9,8,8,0,0,0
3,10,3,-1,0,0,0
3,11,1,7,0,0,0
3,12,-3,2,0,0,0
3,13,10,4,0,0,0
3,14,-8,-10,0,0,0
3,15,-10,-6,0,0,0
3,16,-1,9,0,0,0
3,17,0,-6,0,0,0
3,18,0,2,0,0,0
3,19,0,6,0,0,0
3,20,-9,5,0,0,0
4,1,0,-10,0,0,0
4,2,-5,1,0,0,0
4,3,-2,6,0,0,0
4,5,-10,7,0,0,0
4,6,2,1,0,0,0
4,7,-5,10,0,0,0
4,8,-5,-7,0,0,0
4,9,1,7,0,0,0
4,10,9,1,0,0,0
4,11,-5,-7,0,0,0
4,12,-2,-10,0,0,0
4,13,6,1,0,0,0
4,14,7,8,0,0,0
4,15,-7,-4,0,0,0
4,16,-5,9,0,0,0
4,17,3,-5,0,0,0
4,18,2,1,0,0,0
4,19,1,-8,0,0,0
4,20,-7,3,0,0,0
5,1,-8,5,0,0,0
5,2,-5,-7,0,0,0
5,3,-6,8,0,0,0
5,4,-8,7,0,0,0
5,6,8,9,0,0,0
5,7,8,0.001,0,0,0
5,8,4,7,0,0,0
5,9,7,3,0,0,0
5,10,0,-9,0,0,0
5,11,9,2,0,0,0
5,12,-3,-5,0,0,0
5,13,-5,1,0,0,0
5,14,-10,-2,0,0,0
5,15,3,10,0,0,0
5,16,7,-1,0,0,0
5,17,5,9,0,0,0
5,18,-8,10,0,0,0
5,19,4,-2,0,0,0
5,20,3,-8,0,0,0
6,1,6,9,0,0,0
6,2,10,-8,0,0,0
6,3,-9,-3,0,0,0
6,4,-7,-1,0,0,0
6,5,7,-1,0,0,0
6,7,-5,5,0,0,0
6,8,-2,4,0,0,0
6,9,-1,-4,0,0,0
6,10,5,6,0,0,0
6,11,-9,-9,0,0,0
6,12,8,-3,0,0,0
6,13,-9,-7,0,0,0
6,14,-10,2,0,0,0
6,15,1,-4,0,0,0
6,16,9,-5,0,0,0
6,17,1,-5,0,0,0
6,18,-8,3,0,0,0
6,19,2,9,0,0,0
6,20,-5,3,0,0,0
7,1,-5,-7,0,0,0
7,2,-1,-2,0,0,0
7,3,9,-3,0,0,0
7,4,-1,-3,0,0,0
7,5,4,3,0,0,0
7,6,-3,6,0,0,0
7,8,5,-5,0,0,0
7,9,-1,2,0,0,0
7,10,-7,10,0,0,0
7,11,10,3,0,0,0
7,12,-6,10,0,0,0
7,13,4,0.001,0,0,0
7,14,-3,9,0,0,0
7,15,4,-2,0,0,0
7,16,-1,9,0,0,0
7,17,9,10,0,0,0
7,18,0,8,0,0,0
7,19,0,-2,0,0,0
7,20,-10,3,0,0,0
8,1,-5,-7,0,0,0
8,2,-7,2,0,0,0
8,3,-9,-1,0,0,0
8,4,4,2,0,0,0
8,5,-10,-9,0,0,0
8,6,0,-4,0,0,0
8,7,5,7,0,0,0
8,9,-7,-9,0,0,0
8,10,8,4,0,0,0
8,11,-4,9,0,0,0
8,12,-7,9,0,0,0
8,13,3,7,0,0,0
8,14,3,2,0,0,0
8,15,7,-1,0,0,0
8,16,7,-7,0,0,0
8,17,-4,-8,0,0,0
8,18,-2,0.001,0,0,0
8,19,1,9,0,0,0
8,20,1,8,0,0,0
9,1,10,0.001,0,0,0
9,2,7,9,0,0,0
9,3,-3,-6,0,0,0
9,4,-9,-3,0,0,0
9,5,9,4,0,0,0
9,6,6,1,0,0,0
9,7,-9,-3,0,0,0
9,8,4,8,0,0,0
9,10,4,-1,0,0,0
9,11,9,-4,0,0,0
9,12,-6,-5,0,0,0
9,13,-2,-8,0,0,0
9,14,-4,1,0,0,0
9,15,-2,-7,0,0,0
9,16,-6,-5,0,0,0
9,17,-5,-3,0,0,0
9,18,-10,-3,0,0,0
9,19,-2,4,0,0,0
9,20,8,-2,0,0,0
10,1,-8,-1,0,0,0
10,2,4,-6,0,0,0
10,3,3,2,0,0,0
10,4,-7,8,0,0,0
10,5,10,-8,0,0,0
10,6,-8,5,0,0,0
10,7,5,-4,0,0,0
10,8,6,6,0,0,0
10,9,8,-10,0,0,0
10,11,-6,8,0,0,0
10,12,0,7,0,0,0
10,13,-1,0.001,0,0,0
10,14,-8,-5,0,0,0
10,15,0,6,0,0,0
10,16,3,-8,0,0,0
10,17,8,9,0,0,0
10,18,-5,10,0,0,0
10,19,6,-1,0,0,0
10,20,1,4,0,0,0
11,1,-10,-5,0,0,0
11,2,9,-3,0,0,0
11,3,-5,-9,0,0,0
11,4,-9,-1,0,0,0
11,5,-7,-8,0,0,0
11,6,-8,7,0,0,0
11,7,9,-5,0,0,0
11,8,-3,6,0,0,0
11,9,-8,8,0,0,0
11,10,-4,-10,0,0,0
11,12,1,7,0,0,0
11,13,7,-3,0,0,0
11,14,-3,9,0,0,0
11,15,10,2,0,0,0
11,16,-4,2,0,0,0
11,17,10,7,0,0,0
11,18,3,-4,0,0,0
11,19,-10,-3,0,0,0
11,20,2,10,0,0,0
12,1,5,10,0,0,0
12,2,10,0.001,0,0,0
12,3,-3,4,0,0,0
12,4,-2,-10,0,0,0
12,5,6,8,0,0,0
12,6,-8,-3,0,0,0
12,7,-3,7,0,0,0
12,8,4,0.001,0,0,0
12,9,7,-6,0,0,0
12,10,1,7,0,0,0
12,11,-6,-6,0,0,0
12,13,-5,6,0,0,0
12,14,5,10,0,0,0
12,15,-10,8,0,0,0
12,16,5,4,0,0,0
12,17,7,2,0,0,0
12,18,-9,10,0,0,0
12,19,-1,5,0,0,0
12,20,-2,-8,0,0,0
13,1,-6,-2,0,0,0
13,2,10,-5,0,0,0
13,3,5,7,0,0,0
13,4,7,-7,0,0,0
13,5,-5,0.001,0,0,0
13,6,5,-9,0,0,0
13,7,3,-2,0,0,0
13,8,-6,-10,0,0,0
13,9,-3,0.001,0,0,0
13,10,-2,3,0,0,0
13,11,1,-10,0,0,0
13,12,4,-6,0,0,0
13,14,1,3,0,0,0
13,15,4,-7,0,0,0
13,16,-4,-10,0,0,0
13,17,9,-7,0,0,0
13,18,4,8,0,0,0
13,19,0,1,0,0,0
13,20,8,0.001,0,0,0
14,1,-10,4,0,0,0
14,2,-1,0.001,0,0,0
14,3,-9,-2,0,0,0
14,4,3,6,0,0,0
14,5,-10,6,0,0,0
14,6,7,7,0,0,0
14,7,-10,8,0,0,0
14,8,3,-2,0,0,0
14,9,-5,9,0,0,0
14,10,0,1,0,0,0
14,11,2,8,0,0,0
14,12,3,6,0,0,0
14,13,2,4,0,0,0
14,15,7,2,0,0,0
14,16,4,4,0,0,0
14,17,-1,-10,0,0,0
14,18,-9,1,0,0,0
14,19,-5,1,0,0,0
14,20,10,8,0,0,0
15,1,-4,-10,0,0,0
15,2,-7,5,0,0,0
15,3,5,3,0,0,0
15,4,-6,-3,0,0,0
15,5,-4,-1,0,0,0
15,6,-4,1,0,0,0
15,7,-1,-3,0,0,0
15,8,4,-9,0,0,0
15,9,5,0.001,0,0,0
15,10,9,-9,0,0,0
15,11,1,4,0,0,0
15,12,1,-10,0,0,0
15,13,7,0.001,0,0,0
15,14,5,6,0,0,0
15,16,0,1,0,0,0
15,17,3,-8,0,0,0
15,18,-6,-1,0,0,0
15,19,-5,-4,0,0,0
15,20,-10,-1,0,0,0
16,1,9,-8,0,0,0
16,2,4,2,0,0,0
16,3,-8,7,0,0,0
16,4,1,10,0,0,0
16,5,3,-2,0,0,0
16,6,-9,0.001,0,0,0
16,7,-5,-1,0,0,0
16,8,-8,-6,0,0,0
16,9,-9,1,0,0,0
16,10,-2,-2,0,0,0
16,11,2,8,0,0,0
16,12,-5,-7,0,0,0
16,13,0,3,0,0,0
16,14,2,1,0,0,0
16,15,1,-9,0,0,0
16,17,-10,7,0,0,0
16,18,7,5,0,0,0
16,19,3,8,0,0,0
16,20,-4,1,0,0,0
17,1,4,-7,0,0,0
17,2,8,-3,0,0,0
17,3,2,-6,0,0,0
17,4,-1,3,0,0,0
17,5,6,-4,0,0,0
17,6,3,5,0,0,0
17,7,-7,0.001,0,0,0
17,8,-5,4,0,0,0
17,9,-3,-10,0,0,0
17,10,-3,6,0,0,0
17,11,-8,-2,0,0,0
17,12,6,6,0,0,0
17,13,0,7,0,0,0
17,14,-4,7,0,0,0
17,15,6,-2,0,0,0
17,16,-5,3,0,0,0
17,18,-2,-5,0,0,0
17,19,4,-4,0,0,0
17,20,7,0.001,0,0,0
18,1,-5,-2,0,0,0
18,2,-9,-6,0,0,0
18,3,2,4,0,0,0
18,4,-7,10,0,0,0
18,5,3,5,0,0,0
18,6,-1,9,0,0,0
18,7,6,8,0,0,0
18,8,-5,-3,0,0,0
18,9,3,2,0,0,0
18,10,2,-8,0,0,0
18,11,7,-1,0,0,0
18,12,-1,3,0,0,0
18,13,-3,-6,0,0,0
18,14,-4,10,0,0,0
18,15,6,7,0,0,0
18,16,-9,-2,0,0,0
18,17,1,-3,0,0,0
18,19,-7,-5,0,0,0
18,20,-10,4,0,0,0
19,1,5,-5,0,0,0
19,2,7,8,0,0,0
19,3,9,-9,0,0,0
19,4,-4,2,0,0,0
19,5,-2,-4,0,0,0
19,6,-2,-2,0,0,0
19,7,-6,5,0,0,0
19,8,-7,3,0,0,0
19,9,2,-5,0,0,0
19,10,7,-8,0,0,0
19,11,3,-2,0,0,0
19,12,-3,2,0,0,0
19,13,0,-9,0,0,0
19,14,-1,-10,0,0,0
19,15,8,-2,0,0,0
19,16,-9,10,0,0,0
19,17,2,7,0,0,0
19,18,-3,-5,0,0,0
19,20,-2,-1,0,0,0
20,1,8,-5,0,0,0
20,2,5,-7,0,0,0
20,3,-5,5,0,0,0
20,4,2,-5,0,0,0
20,5,-5,-1,0,0,0
20,6,-2,-7,0,0,0
20,7,-2,-7,0,0,0
20,8,0,8,0,0,0
20,9,3,2,0,0,0
20,10,2,7,0,0,0
20,11,-6,0.001,0,0,0
20,12,1,0.001,0,0,0
20,13,-10,2,0,0,0
20,14,9,1,0,0,0
20,15,-7,-9,0,0,0
20,16,-8,-5,0,0,0
20,17,8,-1,0,0,0
20,18,8,-8,0,0,0
20,19,1,-2,0,0,0
1,2,-1,4,0,0,1
1,3,-3,-9,0,0,1
1,4,-3,8,0,0,1
1,5,5,7,0,0,1
1,6,-7,-2,0,0,1
1,7,-6,3,0,0,1
1,8,10,4,0,0,1
1,9,-3,-2,0,0,1
1,10,-1,-1,0,0,1
1,11,-8,4,0,0,1
1,12,-1,7,0,0,1
1,13,9,10,0,0,1
1,14,-2,8,0,0,1
1,15,3,-2,0,0,1
1,16,-0.5,-9.5,6,1,1
1,17,-5,-9,0,0,1
1,18,6,6,0,0,1
1,19,6,-4,0,0,1
1,20,4,-9,0,0,1
2,1,5,-8,0,0,1
2,3,1,3,0,0,1
2,4,4,0.001,0,0,1
2,5,5,-1,0,0,1
2,6,-5,2,0,0,1
2,7,-7,-10,0,0,1
2,8,1,-8,0,0,1
2,9,-7,-3,0,0,1
2,10,8,-9,0,0,1
2,11,10,5,0,0,1
2,12,-1.67,0.33000000000000007,-3,1,1
2,13,6,6,0,0,1
2,14,5,-5,0,0,1
2,15,7,-10,0,0,1
2,16,9,-1,0,0,1
2,17,2,-2,0,0,1
2,18,2,-4,0,0,1
2,19,-8,7,0,0,1
2,20,-9,-7,0,0,1
3,1,5,-4,0,0,1
3,2,-2,5,0,0,1
3,4,3,0.001,0,0,1
3,5,-5,6,0,0,1
3,6,-8,3,0,0,1
3,7,-8,10,0,0,1
3,8,4,10,0,0,1
3,9,8,8,0,0,1
3,10,3,-1,0,0,1
3,11,13.79,10.79,8,1,1
3,12,-3,2,0,0,1
3,13,10,4,0,0,1
3,14,-8,-10,0,0,1
3,15,-10,-6,0,0,1
3,16,-1,9,0,0,1
3,17,0,-6,0,0,1
3,18,0,2,0,0,1
3,19,0,6,0,0,1
3,20,-9,5,0,0,1
4,1,0,-10,0,0,1
4,2,-5,1,0,0,1
4,3,-2,6,0,0,1
4,5,-10,7,0,0,1
4,6,2,1,0,0,1
4,7,-5,10,0,0,1
4,8,-5,-7,0,0,1
4,9,1,7,0,0,1
4,10,9,1,0,0,1
4,11,-5,-7,0,0,1
4,12,-2,-10,0,0,1
4,13,6,1,0,0,1
4,14,15.25,9.25,-1,1,1
4,15,-7,-4,0,0,1
4,16,-5,9,0,0,1
4,17,3,-5,0,0,1
4,18,2,1,0,0,1
4,19,1,-8,0,0,1
4,20,-7,3,0,0,1
5,1,-8,5,0,0,1
5,2,-5,-7,0,0,1
5,3,-6,8,0,0,1
5,4,-8,7,0,0,1
5,6,8,9,0,0,1
5,7,8,0.001,0,0,1
5,8,4,7,0,0,1
5,9,7,3,0,0,1
5,10,14.719999999999999,-1.2800000000000002,5,1,1
5,11,9,2,0,0,1
5,12,-3,-5,0,0,1
5,13,-5,1,0,0,1
5,14,-10,-2,0,0,1
5,15,3,10,0,0,1
5,16,7,-1,0,0,1
5,17,5,9,0,0,1
5,18,-8,10,0,0,1
5,19,4,-2,0,0,1
5,20,3,-8,0,0,1
6,1,6,9,0,0,1
6,2,10,-8,0,0,1
6,3,-9,-3,0,0,1
6,4,-7,-1,0,0,1
6,5,7,-1,0,0,1
6,7,-5,5,0,0,1
6,8,-2,4,0,0,1
6,9,-1,-4,0,0,1
6,10,5,6,0,0,1
6,11,-9,-9,0,0,1
6,12,8,-3,0,0,1
6,13,-9,-7,0,0,1
6,14,-10,2,0,0,1
6,15,1,-4,0,0,1
6,16,9,-5,0,0,1
6,17,1,-5,0,0,1
6,18,-8,3,0,0,1
6,19,1.7199999999999998,5.72,4,1,1
6,20,-5,3,0,0,1
7,1,-5,-7,0,0,1
7,2,-1,-2,0,0,1
7,3,9,-3,0,0,1
7,4,-1,-3,0,0,1
7,5,4,3,0,0,1
7,6,-3,6,0,0,1
7,8,-0.09999999999999964,-6.1,1,1,1
7,9,-1,2,0,0,1
7,10,-7,10,0,0,1
7,11,10,3,0,0,1
7,12,-6,10,0,0,1
7,13,4,0.001,0,0,1
7,14,-3,9,0,0,1
7,15,4,-2,0,0,1
7,16,-1,9,0,0,1
7,17,9,10,0,0,1
7,18,0,8,0,0,1
7,19,0,-2,0,0,1
7,20,-10,3,0,0,1
8,1,-5,-7,0,0,1
8,2,-7,2,0,0,1
8,3,-9,-1,0,0,1
8,4,4,2,0,0,1
8,5,-10,-9,0,0,1
8,6,0,-4,0,0,1
8,7,-3,-2,1,1,1
8,9,-7,-9,0,0,1
8,10,8,4,0,0,1
8,11,-4,9,0,0,1
8,12,-7,9,0,0,1
8,13,3,7,0,0,1
8,14,3,2,0,0,1
8,15,7,-1,0,0,1
8,16,7,-7,0,0,1
8,17,-4,-8,0,0,1
8,18,-2,0.001,0,0,1
8,19,1,9,0,0,1
8,20,1,8,0,0,1
9,1,10,0.001,0,0,1
9,2,7,9,0,0,1
9,3,-3,-6,0,0,1
9,4,-9,-3,0,0,1
9,5,9,4,0,0,1
9,6,6,1,0,0,1
9,7,-9,-3,0,0,1
9,8,4,8,0,0,1
9,10,4,-1,0,0,1
9,11,9,-4,0,0,1
9,12,-6,-5,0,0,1
9,13,-2,-8,0,0,1
9,14,-4,1,0,0,1
9,15,-2,-7,0,0,1
9,16,-6,-5,0,0,1
9,17,-5,-3,0,0,1
9,18,-10,-3,0,0,1
9,19,-2,4,0,0,1
9,20,5,-10,-9,1,1
10,1,-8,-1,0,0,1
10,2,4,-6,0,0,1
10,3,3,2,0,0,1
10,4,-7,8,0,0,1
10,5,15.25,-9.75,-1,1,1
10,6,-8,5,0,0,1
10,7,5,-4,0,0,1
10,8,6,6,0,0,1
10,9,8,-10,0,0,1
10,11,-6,8,0,0,1
10,12,0,7,0,0,1
10,13,-1,0.001,0,0,1
10,14,-8,-5,0,0,1
10,15,0,6,0,0,1
10,16,3,-8,0,0,1
10,17,8,9,0,0,1
10,18,-5,10,0,0,1
10,19,6,-1,0,0,1
10,20,1,4,0,0,1
11,1,-10,-5,0,0,1
11,2,9,-3,0,0,1
11,3,0,-2,-6,1,1
11,4,-9,-1,0,0,1
11,5,-7,-8,0,0,1
11,6,-8,7,0,0,1
11,7,9,-5,0,0,1
11,8,-3,6,0,0,1
11,9,-8,8,0,0,1
11,10,-4,-10,0,0,1
11,12,1,7,0,0,1
11,13,7,-3,0,0,1
11,14,-3,9,0,0,1
11,15,10,2,0,0,1
11,16,-4,2,0,0,1
11,17,10,7,0,0,1
11,18,3,-4,0,0,1
11,19,-10,-3,0,0,1
11,20,2,10,0,0,1
12,1,5,10,0,0,1
12,2,10,6.001,-9,1,1
12,3,-3,4,0,0,1
12,4,-2,-10,0,0,1
12,5,6,8,0,0,1
12,6,-8,-3,0,0,1
12,7,-3,7,0,0,1
12,8,4,0.001,0,0,1
12,9,7,-6,0,0,1
12,10,1,7,0,0,1
12,11,-6,-6,0,0,1
12,13,-5,6,0,0,1
12,14,5,10,0,0,1
12,15,-10,8,0,0,1
12,16,5,4,0,0,1
12,17,7,2,0,0,1
12,18,-9,10,0,0,1
12,19,-1,5,0,0,1
12,20,-2,-8,0,0,1
13,1,-6,-2,0,0,1
13,2,10,-5,0,0,1
13,3,5,7,0,0,1
13,4,7,-7,0,0,1
13,5,-5,0.001,0,0,1
13,6,5,-9,0,0,1
13,7,3,-2,0,0,1
13,8,-6,-10,0,0,1
13,9,-3,0.001,0,0,1
13,10,-2,3,0,0,1
13,11,1,-10,0,0,1
13,12,4,-6,0,0,1
13,14,1,3,0,0,1
13,15,4,-7,0,0,1
13,16,-4,-10,0,0,1
13,17,9,-7,0,0,1
13,18,14.25,14.25,-1,1,1
13,19,0,1,0,0,1
13,20,8,0.001,0,0,1
14,1,-10,4,0,0,1
14,2,-1,0.001,0,0,1
14,3,-9,-2,0,0,1
14,4,3.33,3.33,-9,1,1
14,5,-10,6,0,0,1
14,6,7,7,0,0,1
14,7,-10,8,0,0,1
14,8,3,-2,0,0,1
14,9,-5,9,0,0,1
14,10,0,1,0,0,1
14,11,2,8,0,0,1
14,12,3,6,0,0,1
14,13,2,4,0,0,1
14,15,7,2,0,0,1
14,16,4,4,0,0,1
14,17,-1,-10,0,0,1
14,18,-9,1,0,0,1
14,19,-5,1,0,0,1
14,20,10,8,0,0,1
15,1,-4,-10,0,0,1
15,2,-7,5,0,0,1
15,3,5,3,0,0,1
15,4,-6,-3,0,0,1
15,5,-4,-1,0,0,1
15,6,-4,1,0,0,1
15,7,-1,-3,0,0,1
15,8,4,-9,0,0,1
15,9,5,0.001,0,0,1
15,10,9,-9,0,0,1
15,11,1,4,0,0,1
15,12,1,-10,0,0,1
15,13,7,0.001,0,0,1
15,14,5,6,0,0,1
15,16,0,1,0,0,1
15,17,7.25,-8.75,-2,1,1
15,18,-6,-1,0,0,1
15,19,-5,-4,0,0,1
15,20,-10,-1,0,0,1
16,1,5.25,-9.75,9,1,1
16,2,4,2,0,0,1
16,3,-8,7,0,0,1
16,4,1,10,0,0,1
16,5,3,-2,0,0,1
16,6,-9,0.001,0,0,1
16,7,-5,-1,0,0,1
16,8,-8,-6,0,0,1
16,9,-9,1,0,0,1
16,10,-2,-2,0,0,1
16,11,2,8,0,0,1
16,12,-5,-7,0,0,1
16,13,0,3,0,0,1
16,14,2,1,0,0,1
16,15,1,-9,0,0,1
16,17,-10,7,0,0,1
16,18,7,5,0,0,1
16,19,3,8,0,0,1
16,20,-4,1,0,0,1
17,1,4,-7,0,0,1
17,2,8,-3,0,0,1
17,3,2,-6,0,0,1
17,4,-1,3,0,0,1
17,5,6,-4,0,0,1
17,6,3,5,0,0,1
17,7,-7,0.001,0,0,1
17,8,-5,4,0,0,1
17,9,-3,-10,0,0,1
17,10,-3,6,0,0,1
17,11,-8,-2,0,0,1
17,12,6,6,0,0,1
17,13,0,7,0,0,1
17,14,-4,7,0,0,1
17,15,1,7,-5,1,1
17,16,-5,3,0,0,1
17,18,-2,-5,0,0,1
17,19,4,-4,0,0,1
17,20,7,0.001,0,0,1
18,1,-5,-2,0,0,1
18,2,-9,-6,0,0,1
18,3,2,4,0,0,1
18,4,-7,10,0,0,1
18,5,3,5,0,0,1
18,6,-1,9,0,0,1
18,7,6,8,0,0,1
18,8,-5,-3,0,0,1
18,9,3,2,0,0,1
18,10,2,-8,0,0,1
18,11,7,-1,0,0,1
18,12,-1,3,0,0,1
18,13,-1,0,6,1,1
18,14,-4,10,0,0,1
18,15,6,7,0,0,1
18,16,-9,-2,0,0,1
18,17,1,-3,0,0,1
18,19,-7,-5,0,0,1
18,20,-10,4,0,0,1
19,1,5,-5,0,0,1
19,2,7,8,0,0,1
19,3,9,-9,0,0,1
19,4,-4,2,0,0,1
19,5,-2,-4,0,0,1
19,6,1,4,4,1,1
19,7,-6,5,0,0,1
19,8,-7,3,0,0,1
19,9,2,-5,0,0,1
19,10,7,-8,0,0,1
19,11,3,-2,0,0,1
19,12,-3,2,0,0,1
19,13,0,-9,0,0,1
19,14,-1,-10,0,0,1
19,15,8,-2,0,0,1
19,16,-9,10,0,0,1
19,17,2,7,0,0,1
19,18,-3,-5,0,0,1
19,20,-2,-1,0,0,1
20,1,8,-5,0,0,1
20,2,5,-7,0,0,1
20,3,-5,5,0,0,1
20,4,2,-5,0,0,1
20,5,-5,-1,0,0,1
20,6,-2,-7,0,0,1
20,7,-2,-7,0,0,1
20,8,0,8,0,0,1
20,9,4,-6,-2,1,1
20,10,2,7,0,0,1
20,11,-6,0.001,0,0,1
20,12,1,0.001,0,0,1
20,13,-10,2,0,0,1
20,14,9,1,0,0,1
20,15,-7,-9,0,0,1
20,16,-8,-5,0,0,1
20,17,8,-1,0,0,1
20,18,8,-8,0,0,1
20,19,1,-2,0,0,1
1,2,-1,4,0,0,2
1,3,-3,-9,0,0,2
1,4,-3,8,0,0,2
1,5,5,7,0,0,2
1,6,-7,-2,0,0,2
1,7,-11.83,-2.83,6,1,2
1,8,10,4,0,0,2
1,9,-3,-2,0,0,2
1,10,-1,-1,0,0,2
1,11,-8,4,0,0,2
1,12,-1,7,0,0,2
1,13,9,10,0,0,2
1,14,-2,8,0,0,2
1,15,3,-2,0,0,2
1,16,-0.5,-9.5,6,1,2
1,17,-5,-9,0,0,2
1,18,6,6,0,0,2
1,19,6,-4,0,0,2
1,20,4,-9,0,0,2
2,1,5,-8,0,0,2
2,3,1,3,0,0,2
2,4,2005,2003.001,-3,1,2
2,5,5,-1,0,0,2
2,6,-5,2,0,0,2
2,7,-7,-10,0,0,2
2,8,1,-8,0,0,2
2,9,-7,-3,0,0,2
2,10,8,-9,0,0,2
2,11,10,5,0,0,2
2,12,-1.67,0.33000000000000007,-3,1,2
2,13,6,6,0,0,2
2,14,5,-5,0,0,2
2,15,7,-10,0,0,2
2,16,9,-1,0,0,2
2,17,2,-2,0,0,2
2,18,2,-4,0,0,2
2,19,-8,7,0,0,2
2,20,-9,-7,0,0,2
3,1,5,-4,0,0,2
3,2,-2,5,0,0,2
3,4,3,0.001,0,0,2
3,5,-5,6,0,0,2
3,6,-8,3,0,0,2
3,7,-8,10,0,0,2
3,8,4,10,0,0,2
3,9,8,8,0,0,2
3,10,3,-1,0,0,2
3,11,13.79,10.79,8,1,2
3,12,-3,2,0,0,2
3,13,10,4,0,0,2
3,14,-8,-10,0,0,2
3,15,-10,-6,0,0,2
3,16,-1,9,0,0,2
3,17,0,-6,0,0,2
3,18,0,2,0,0,2
3,19,12.33,9.33,8,1,2
3,20,-9,5,0,0,2
4,1,0,-10,0,0,2
4,2,-0.5,-1.5,-1,1,2
4,3,-2,6,0,0,2
4,5,-10,7,0,0,2
4,6,2,1,0,0,2
4,7,-5,10,0,0,2
4,8,-5,-7,0,0,2
4,9,1,7,0,0,2
4,10,9,1,0,0,2
4,11,-5,-7,0,0,2
4,12,-2,-10,0,0,2
4,13,6,1,0,0,2
4,14,15.25,9.25,-1,1,2
4,15,-7,-4,0,0,2
4,16,-5,9,0,0,2
4,17,3,-5,0,0,2
4,18,2,1,0,0,2
4,19,1,-8,0,0,2
4,20,-7,3,0,0,2
5,1,-8,5,0,0,2
5,2,-5,-7,0,0,2
5,3,-6,8,0,0,2
5,4,-8,7,0,0,2
5,6,8,9,0,0,2
5,7,8,0.001,0,0,2
5,8,4,7,0,0,2
5,9,7,3,0,0,2
5,10,14.719999999999999,-1.2800000000000002,5,1,2
5,11,9,2,0,0,2
5,12,-3,-5,0,0,2
5,13,7.5,6.5,5,1,2
5,14,-10,-2,0,0,2
5,15,3,10,0,0,2
5,16,7,-1,0,0,2
5,17,5,9,0,0,2
5,18,-8,10,0,0,2
5,19,4,-2,0,0,2
5,20,3,-8,0,0,2
6,1,6,9,0,0,2
6,2,10,-8,0,0,2
6,3,-9,-3,0,0,2
6,4,-7,-1,0,0,2
6,5,7,-1,0,0,2
6,7,-5,5,0,0,2
6,8,-2,4,0,0,2
6,9,-3.5,-9.5,4,1,2
6,10,5,6,0,0,2
6,11,-9,-9,0,0,2
6,12,8,-3,0,0,2
6,13,-9,-7,0,0,2
6,14,-10,2,0,0,2
6,15,1,-4,0,0,2
6,16,9,-5,0,0,2
6,17,1,-5,0,0,2
6,18,-8,3,0,0,2
6,19,1.7199999999999998,5.72,4,1,2
6,20,-5,3,0,0,2
7,1,-13,-11,1,1,2
7,2,-1,-2,0,0,2
7,3,9,-3,0,0,2
7,4,-1,-3,0,0,2
7,5,4,3,0,0,2
7,6,-3,6,0,0,2
7,8,-0.09999999999999964,-6.1,1,1,2
7,9,-1,2,0,0,2
7,10,-7,10,0,0,2
7,11,10,3,0,0,2
7,12,-6,10,0,0,2
7,13,4,0.001,0,0,2
7,14,-3,9,0,0,2
7,15,4,-2,0,0,2
7,16,-1,9,0,0,2
7,17,9,10,0,0,2
7,18,0,8,0,0,2
7,19,0,-2,0,0,2
7,20,-10,3,0,0,2
8,1,-5,-7,0,0,2
8,2,-7,2,0,0,2
8,3,-9,-1,0,0,2
8,4,4,2,0,0,2
8,5,-10,-9,0,0,2
8,6,0,-4,0,0,2
8,7,-3,-2,1,1,2
8,9,-7,-9,0,0,2
8,10,8,4,0,0,2
8,11,-4,9,0,0,2
8,12,-7,9,0,0,2
8,13,3,7,0,0,2
8,14,-3,-5,1,1,2
8,15,7,-1,0,0,2
8,16,7,-7,0,0,2
8,17,-4,-8,0,0,2
8,18,-2,0.001,0,0,2
8,19,1,9,0,0,2
8,20,1,8,0,0,2
9,1,10,0.001,0,0,2
9,2,7,9,0,0,2
9,3,-3,-6,0,0,2
9,4,-9,-3,0,0,2
9,5,9,4,0,0,2
